sentence_id,original_text,falc_text,temperature,num_ctx,falc
3,"Comme Léa ne sort toujours pas de son lit, Clément appelle sa mère. Cette dernière, qui est en train de préparer un bon petit-déjeuner, se rend immédiatement dans la chambre de sa fille. Elle entre doucement et dépose un baiser sur le front de Léa avant de s'asseoir près d'elle. — Pourquoi es-tu triste ? Tu devrais être heureuse pourtant. Aujourd'hui, c'est toi la reine de la journée ! Dis-moi ce qui t'ennuie ma chérie. Léa regarde sa mère et au moment où elle ouvre la bouche pour répondre, elle se met à pleurer. De grosses larmes coulent sur ses joues.",Léa ne sort toujours pas de son lit. Maman va voir Léa. « Pourquoi es-tu triste Léa ? C'est ton anniversaire aujourd'hui. Tu es la reine de la journée. » Léa se met à pleurer.,0.7,12288," Clément appelle sa mère parce que Léa est triste. Elle n'est pas sortie de son lit. Sa mère va voir Léa et lui donne un baiser. — Pourquoi es-tu triste, ma chérie ? Tu devrais être heureuse aujourd'hui. C'était ton jour ! Demande à moi ce qui t'ennuie. Léa regarde sa mère et commence à pleurer. Elle a beaucoup de larmes sur ses joues."
3,"Comme Léa ne sort toujours pas de son lit, Clément appelle sa mère. Cette dernière, qui est en train de préparer un bon petit-déjeuner, se rend immédiatement dans la chambre de sa fille. Elle entre doucement et dépose un baiser sur le front de Léa avant de s'asseoir près d'elle. — Pourquoi es-tu triste ? Tu devrais être heureuse pourtant. Aujourd'hui, c'est toi la reine de la journée ! Dis-moi ce qui t'ennuie ma chérie. Léa regarde sa mère et au moment où elle ouvre la bouche pour répondre, elle se met à pleurer. De grosses larmes coulent sur ses joues.",Léa ne sort toujours pas de son lit. Maman va voir Léa. « Pourquoi es-tu triste Léa ? C'est ton anniversaire aujourd'hui. Tu es la reine de la journée. » Léa se met à pleurer.,0.9,12288," Le petit-déjeuner est prêt mais Clément a une grande peine. Sa sœur Léa ne veut pas sortir de son lit. Clément appelle sa mère qui va voir Léa. Elle se met à pleurer quand elle la voit. ""Pourquoi es-tu triste, ma chérie?"" demande sa mère. Léa a une grande tristesse et s'explique avec des larmes."
4,"Sa mère la serre contre elle et lui passe la main dans les cheveux pour la calmer. Ce geste apaise Léa qui parvient à articuler : « J'ai perdu ma poupée Lila. » Lila est la poupée préférée de Léa. Elle l'a eue quand elle était encore toute petite et depuis elle ne s'en sépare jamais. Lila est comme son amie, sa confidente et son absence bouleverse la jeune fille. « Ne t'inquiète pas, dit maman pour consoler Léa. Nous allons la retrouver. Toute seule, elle n'a pas dû partir bien loin. »","« J'ai perdu ma poupée Lila. » Maman prend Léa dans ses bras. Maman console Léa. « Ne t'inquiète pas ma chérie, nous allons retrouver ta poupée. »",0.3,12288," Maman embrasse Léa. Elle passe sa main dans les cheveux de Léa pour la calmer. Léa parle : « J'ai perdu ma poupée Lila. » Lila est la poupée préférée de Léa. Elle l'a eu quand elle était petite et depuis elle ne s'en sépare jamais. Lila est comme sa meilleure amie, sa confidente. Léa est triste car Lila n'est plus là. Maman dit : « Ne t'inquiète pas, nous allons la retrouver. »"
4,"Sa mère la serre contre elle et lui passe la main dans les cheveux pour la calmer. Ce geste apaise Léa qui parvient à articuler : « J'ai perdu ma poupée Lila. » Lila est la poupée préférée de Léa. Elle l'a eue quand elle était encore toute petite et depuis elle ne s'en sépare jamais. Lila est comme son amie, sa confidente et son absence bouleverse la jeune fille. « Ne t'inquiète pas, dit maman pour consoler Léa. Nous allons la retrouver. Toute seule, elle n'a pas dû partir bien loin. »","« J'ai perdu ma poupée Lila. » Maman prend Léa dans ses bras. Maman console Léa. « Ne t'inquiète pas ma chérie, nous allons retrouver ta poupée. »",0.5,12288, Ma poupée Lila est perdue. Je l'ai eu quand j'étais tout petite et je ne veux pas me séparer d'elle. Elle est ma meilleure amie. Sa disparition me bouleverse. Mais ma mère me dit que nous allons la retrouver. Elle ne s'est peut-être pas éloignée trop loin.
4,"Sa mère la serre contre elle et lui passe la main dans les cheveux pour la calmer. Ce geste apaise Léa qui parvient à articuler : « J'ai perdu ma poupée Lila. » Lila est la poupée préférée de Léa. Elle l'a eue quand elle était encore toute petite et depuis elle ne s'en sépare jamais. Lila est comme son amie, sa confidente et son absence bouleverse la jeune fille. « Ne t'inquiète pas, dit maman pour consoler Léa. Nous allons la retrouver. Toute seule, elle n'a pas dû partir bien loin. »","« J'ai perdu ma poupée Lila. » Maman prend Léa dans ses bras. Maman console Léa. « Ne t'inquiète pas ma chérie, nous allons retrouver ta poupée. »",0.7,12288," Ma poupée Lila est perdue. Je l'ai eue quand j'étais petite et depuis je ne me sépare jamais de lui. Lila est mon amie, ma confidente et sans elle, je suis bouleversée. Ma mère me tient contre elle pour me calmer. Elle me dit que nous allons la retrouver. Je n'ai pas dû partir loin, pourquoi ne suis-je pas partie?"
4,"Sa mère la serre contre elle et lui passe la main dans les cheveux pour la calmer. Ce geste apaise Léa qui parvient à articuler : « J'ai perdu ma poupée Lila. » Lila est la poupée préférée de Léa. Elle l'a eue quand elle était encore toute petite et depuis elle ne s'en sépare jamais. Lila est comme son amie, sa confidente et son absence bouleverse la jeune fille. « Ne t'inquiète pas, dit maman pour consoler Léa. Nous allons la retrouver. Toute seule, elle n'a pas dû partir bien loin. »","« J'ai perdu ma poupée Lila. » Maman prend Léa dans ses bras. Maman console Léa. « Ne t'inquiète pas ma chérie, nous allons retrouver ta poupée. »",0.9,12288," ""Léa est triste : elle a perdu Lila, sa poupée préférée. Elle a eu Lila quand elle était petite et maintenant, sans elle, elle ne sent plus la même chose. Sa maman l'embrasse et dit qu'ils vont la retrouver. Elle ne peut pas trop loin s'être éloignée toute seule."""
5,"Léa sèche ses larmes et se blottit contre sa mère quelques instants. Comme elle est bien là ! Elle se sent aimée et protégée dans les bras de sa maman qui la serre avec affection. Si tout pouvait être aussi simple dans la vie, pense-t-elle. Simple comme dans les bras de maman. Clément, qui est resté dans le couloir pendant ce moment mère fille, s'approche. Il a tout entendu. — Maman a raison Léa. Je suis sûr qu'on va retrouver Lila. On va t'aider, ne t'inquiète pas. Clément est un peu peiné de voir sa petite sœur dans cet état. Il connaît l'importance que représente Lila aux yeux de sa sœur. — Vous savez, dit Léa. Avec Lila, nous prenons le thé, nous jouons à la balançoire et nous lisons des livres. Mais surtout, Lila m'empêche de faire des cauchemars la nuit. Pendant le petit-déjeuner, Clément voit bien que sa sœur doit faire des efforts pour ne pas pleurer à nouveau. Lui qui aimerait tellement que cette journée soit parfaite pour sa sœur ! Bon, se dit-il, pour cela, il va lui falloir retrouver Lila !",Maman fait un gros câlin à Léa. Léa arrête de pleurer. « Je suis triste. Lila est mon amie. Je joue toujours avec ma poupée Lila. Lila me protège des monstres de la nuit. » « Ne t'inquiète pas. On va retrouver Lila tous les 3. »,0.3,12288, Léa est triste mais elle se sent bien dans les bras de sa mère. Clément veut retrouver Lila pour qu'elle ne pleure plus.
5,"Léa sèche ses larmes et se blottit contre sa mère quelques instants. Comme elle est bien là ! Elle se sent aimée et protégée dans les bras de sa maman qui la serre avec affection. Si tout pouvait être aussi simple dans la vie, pense-t-elle. Simple comme dans les bras de maman. Clément, qui est resté dans le couloir pendant ce moment mère fille, s'approche. Il a tout entendu. — Maman a raison Léa. Je suis sûr qu'on va retrouver Lila. On va t'aider, ne t'inquiète pas. Clément est un peu peiné de voir sa petite sœur dans cet état. Il connaît l'importance que représente Lila aux yeux de sa sœur. — Vous savez, dit Léa. Avec Lila, nous prenons le thé, nous jouons à la balançoire et nous lisons des livres. Mais surtout, Lila m'empêche de faire des cauchemars la nuit. Pendant le petit-déjeuner, Clément voit bien que sa sœur doit faire des efforts pour ne pas pleurer à nouveau. Lui qui aimerait tellement que cette journée soit parfaite pour sa sœur ! Bon, se dit-il, pour cela, il va lui falloir retrouver Lila !",Maman fait un gros câlin à Léa. Léa arrête de pleurer. « Je suis triste. Lila est mon amie. Je joue toujours avec ma poupée Lila. Lila me protège des monstres de la nuit. » « Ne t'inquiète pas. On va retrouver Lila tous les 3. »,0.5,12288," Léa pleure et se cache dans les bras de sa mère. Elle est heureuse d'être avec elle. Clément veut aider Léa à trouver Lila. Il connaît la grande importance que Lila a pour sa sœur. Léa dit : « Avec Lila, je buvons du thé, jouons à la balançoire et lisons des livres. Mais surtout, Lila m'empêche de faire des cauchemars la nuit. » Clément veut que cette journée soit parfaite pour sa sœur Léa. Il va donc chercher Lila !"
5,"Léa sèche ses larmes et se blottit contre sa mère quelques instants. Comme elle est bien là ! Elle se sent aimée et protégée dans les bras de sa maman qui la serre avec affection. Si tout pouvait être aussi simple dans la vie, pense-t-elle. Simple comme dans les bras de maman. Clément, qui est resté dans le couloir pendant ce moment mère fille, s'approche. Il a tout entendu. — Maman a raison Léa. Je suis sûr qu'on va retrouver Lila. On va t'aider, ne t'inquiète pas. Clément est un peu peiné de voir sa petite sœur dans cet état. Il connaît l'importance que représente Lila aux yeux de sa sœur. — Vous savez, dit Léa. Avec Lila, nous prenons le thé, nous jouons à la balançoire et nous lisons des livres. Mais surtout, Lila m'empêche de faire des cauchemars la nuit. Pendant le petit-déjeuner, Clément voit bien que sa sœur doit faire des efforts pour ne pas pleurer à nouveau. Lui qui aimerait tellement que cette journée soit parfaite pour sa sœur ! Bon, se dit-il, pour cela, il va lui falloir retrouver Lila !",Maman fait un gros câlin à Léa. Léa arrête de pleurer. « Je suis triste. Lila est mon amie. Je joue toujours avec ma poupée Lila. Lila me protège des monstres de la nuit. » « Ne t'inquiète pas. On va retrouver Lila tous les 3. »,0.7,12288, L'ennui de Léa est fini. Elle se sent aimée dans les bras de sa mère. Clément veut retrouver Lila pour que son jour soit parfait.
5,"Léa sèche ses larmes et se blottit contre sa mère quelques instants. Comme elle est bien là ! Elle se sent aimée et protégée dans les bras de sa maman qui la serre avec affection. Si tout pouvait être aussi simple dans la vie, pense-t-elle. Simple comme dans les bras de maman. Clément, qui est resté dans le couloir pendant ce moment mère fille, s'approche. Il a tout entendu. — Maman a raison Léa. Je suis sûr qu'on va retrouver Lila. On va t'aider, ne t'inquiète pas. Clément est un peu peiné de voir sa petite sœur dans cet état. Il connaît l'importance que représente Lila aux yeux de sa sœur. — Vous savez, dit Léa. Avec Lila, nous prenons le thé, nous jouons à la balançoire et nous lisons des livres. Mais surtout, Lila m'empêche de faire des cauchemars la nuit. Pendant le petit-déjeuner, Clément voit bien que sa sœur doit faire des efforts pour ne pas pleurer à nouveau. Lui qui aimerait tellement que cette journée soit parfaite pour sa sœur ! Bon, se dit-il, pour cela, il va lui falloir retrouver Lila !",Maman fait un gros câlin à Léa. Léa arrête de pleurer. « Je suis triste. Lila est mon amie. Je joue toujours avec ma poupée Lila. Lila me protège des monstres de la nuit. » « Ne t'inquiète pas. On va retrouver Lila tous les 3. »,0.9,12288," Léa est triste mais sa mère la console. Clément la comprend. Léa explique qu'avec Lila, ils jouaient, lisant des livres, prenant du thé et ne faisaient pas de cauchemars. Clément décide de retrouver Lila pour que Léa soit heureuse !"
6,"Pour changer les idées de sa fille, la mère de Léa lui propose d'aller faire des courses. — Oh oui ! s'exclame Clément. Allons acheter les ingrédients pour faire un beau et gros gâteau d'anniversaire ! Cela fera un goûter absolument parfait!","Soudain, maman a une idée pour consoler Léa. « Allons faire des courses. » « Oui ! Génial ! Allons acheter les ingrédients du gâteau d'anniversaire. Nous mangerons le gâteau pour le goûter. » Léa sourit.",0.3,12288," « Léa, veux-tu aller faire des courses avec moi ? »
« Oui, c'est super ! On va acheter les ingrédients pour le gâteau d'anniversaire. Ça sera absolument délicieux ! »"
6,"Pour changer les idées de sa fille, la mère de Léa lui propose d'aller faire des courses. — Oh oui ! s'exclame Clément. Allons acheter les ingrédients pour faire un beau et gros gâteau d'anniversaire ! Cela fera un goûter absolument parfait!","Soudain, maman a une idée pour consoler Léa. « Allons faire des courses. » « Oui ! Génial ! Allons acheter les ingrédients du gâteau d'anniversaire. Nous mangerons le gâteau pour le goûter. » Léa sourit.",0.5,12288, « Léa va faire des courses avec sa mère pour trouver des ingrédients pour un gâteau d'anniversaire. »
6,"Pour changer les idées de sa fille, la mère de Léa lui propose d'aller faire des courses. — Oh oui ! s'exclame Clément. Allons acheter les ingrédients pour faire un beau et gros gâteau d'anniversaire ! Cela fera un goûter absolument parfait!","Soudain, maman a une idée pour consoler Léa. « Allons faire des courses. » « Oui ! Génial ! Allons acheter les ingrédients du gâteau d'anniversaire. Nous mangerons le gâteau pour le goûter. » Léa sourit.",0.7,12288," « Léa doit changer ses idées. Sa mère veut aller faire des courses. Gros gâteau, pour l'anniversaire ! »"
6,"Pour changer les idées de sa fille, la mère de Léa lui propose d'aller faire des courses. — Oh oui ! s'exclame Clément. Allons acheter les ingrédients pour faire un beau et gros gâteau d'anniversaire ! Cela fera un goûter absolument parfait!","Soudain, maman a une idée pour consoler Léa. « Allons faire des courses. » « Oui ! Génial ! Allons acheter les ingrédients du gâteau d'anniversaire. Nous mangerons le gâteau pour le goûter. » Léa sourit.",0.9,12288," « Léa doit changer ses idées. Sa mère veut aller faire des courses. Cela nous permettra de trouver les ingrédients pour faire un gros et délicieux gâteau d'anniversaire, tout à fait parfait ! »"
7,"Léa retrouve tout de suite le sourire. Elle se tourne vers sa mère et reprend les mots de son frère : « Oh oui maman, allons acheter de quoi faire un beau et gros gâteau d'anniversaire ! » Léa adore se rendre au magasin avec sa mère. Elle aime se promener dans les rayons, farfouiller dans les jouets, repérer les nouveautés dans l'espace confiserie et s'attarder près des livres. Parfois, quand elle a été très sage, maman lui offre un petit cadeau. Tous les trois se préparent. Maman vérifie qu'elle a bien mis tous ses papiers dans son sac, Léa enfile une petite veste blanche tandis que Clément essaie de mettre son pull. Enfin, à force de contorsions, Clément parvient à s'habiller. Il crie alors triomphalement: « Je suis prêt! Allons-y ». Léa regarde son frère et éclate de rire. — Tu es certain de vouloir venir comme cela ? Clément fronce les sourcils. — Oui pourquoi ? — Parce que ton pull est à l'envers! Clément rit à son tour et se dépêche de tout remettre à l'endroit.","Léa est contente. « Oh oui, un beau et gros gâteau d'anniversaire. » Léa aime faire les courses au magasin. Elle adore le rayon des bonbons et des jouets. Clément, Léa et maman se préparent. Soudain, Léa rit. « Pourquoi ris-tu ? » « C'est trop drôle ! Tu as mis ton pull à l'envers!",0.3,12288, Lucas voit Manon. Elle est en danger ! Il doit la sauver. Il part avec Flairtout dans une soucoupe volante pour l'Afrique.
7,"Léa retrouve tout de suite le sourire. Elle se tourne vers sa mère et reprend les mots de son frère : « Oh oui maman, allons acheter de quoi faire un beau et gros gâteau d'anniversaire ! » Léa adore se rendre au magasin avec sa mère. Elle aime se promener dans les rayons, farfouiller dans les jouets, repérer les nouveautés dans l'espace confiserie et s'attarder près des livres. Parfois, quand elle a été très sage, maman lui offre un petit cadeau. Tous les trois se préparent. Maman vérifie qu'elle a bien mis tous ses papiers dans son sac, Léa enfile une petite veste blanche tandis que Clément essaie de mettre son pull. Enfin, à force de contorsions, Clément parvient à s'habiller. Il crie alors triomphalement: « Je suis prêt! Allons-y ». Léa regarde son frère et éclate de rire. — Tu es certain de vouloir venir comme cela ? Clément fronce les sourcils. — Oui pourquoi ? — Parce que ton pull est à l'envers! Clément rit à son tour et se dépêche de tout remettre à l'endroit.","Léa est contente. « Oh oui, un beau et gros gâteau d'anniversaire. » Léa aime faire les courses au magasin. Elle adore le rayon des bonbons et des jouets. Clément, Léa et maman se préparent. Soudain, Léa rit. « Pourquoi ris-tu ? » « C'est trop drôle ! Tu as mis ton pull à l'envers!",0.5,12288," Léa retrouve le sourire. Elle dit : « Allons acheter un gros gâteau pour l'anniversaire ! » Léa adore aller au magasin avec sa mère. Elle aime chercher des jouets, voir les nouveautés et s'arrêter près des livres. Maman lui donne parfois un petit cadeau. Ensuite, ils se préparent pour l'aller simplement. Léa enfile une petite veste blanche et Clément met son pull. Mais il a du mal à se habiller. Il dit : « Je suis prêt ! » Léa regarde Clément et rit. — Tu es sûr de venir comme ça ? Clément fronce les sourcils. — Oui pourquoi ? — Parce que ton pull est à l'envers ! Clément rit aussi et se remet tout droit."
7,"Léa retrouve tout de suite le sourire. Elle se tourne vers sa mère et reprend les mots de son frère : « Oh oui maman, allons acheter de quoi faire un beau et gros gâteau d'anniversaire ! » Léa adore se rendre au magasin avec sa mère. Elle aime se promener dans les rayons, farfouiller dans les jouets, repérer les nouveautés dans l'espace confiserie et s'attarder près des livres. Parfois, quand elle a été très sage, maman lui offre un petit cadeau. Tous les trois se préparent. Maman vérifie qu'elle a bien mis tous ses papiers dans son sac, Léa enfile une petite veste blanche tandis que Clément essaie de mettre son pull. Enfin, à force de contorsions, Clément parvient à s'habiller. Il crie alors triomphalement: « Je suis prêt! Allons-y ». Léa regarde son frère et éclate de rire. — Tu es certain de vouloir venir comme cela ? Clément fronce les sourcils. — Oui pourquoi ? — Parce que ton pull est à l'envers! Clément rit à son tour et se dépêche de tout remettre à l'endroit.","Léa est contente. « Oh oui, un beau et gros gâteau d'anniversaire. » Léa aime faire les courses au magasin. Elle adore le rayon des bonbons et des jouets. Clément, Léa et maman se préparent. Soudain, Léa rit. « Pourquoi ris-tu ? » « C'est trop drôle ! Tu as mis ton pull à l'envers!",0.7,12288," Léa et sa mère vont au magasin pour acheter des ingrédients pour un gâteau d'anniversaire. Léa aime aller avec sa mère dans les rayons, voir les nouveautés dans l'espace confiserie, s'attarder près des livres et parfois recevoir un petit cadeau. Clément aussi va avec eux. Il a du mal à se vêtir mais il est prêt enfin. Ils partent alors ensemble rire. Mais le pull de Clément était à l'envers. Léa et lui s'amusent en lui disant qu'il aura un gros sourire au dos jusqu'à ce qu'il se remette à l'endroit."
